"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Auto generated from AI flow","9420","register Auto Test","","2026-05-10","passed","2026-05-10","","Register Auto 20260510 162840","",""
"Auto generated from AI flow","8259","login Auto Test 1","","2026-05-10","passed","2026-05-10","","Login Auto 20260510 150439","",""
"Auto generated from AI flow","6323","register Auto Test 5","","2026-05-10","passed","2026-05-10","","Register Auto 20260510 162840","",""
"Auto generated from AI flow","6508","register Auto Test 4","","2026-05-10","passed","2026-05-10","","Register Auto 20260510 162840","",""
"Auto generated from AI flow","6616","register Auto Test 6","","2026-05-10","passed","2026-05-10","","Register Auto 20260510 162840","",""
"Auto generated from AI flow","6481","register Auto Test 3","","2026-05-10","passed","2026-05-10","","Register Auto 20260510 162840","",""
"Auto generated from AI flow","8757","register Auto Test 7","","2026-05-10","passed","2026-05-10","","Register Auto 20260510 162840","",""
"Auto generated from AI flow","8575","login Auto Test 4","","2026-05-10","passed","2026-05-10","","Login Auto 20260510 150439","",""
"Auto generated from AI flow","6376","register Auto Test 2","","2026-05-10","passed","2026-05-10","","Register Auto 20260510 162840","",""
"Auto generated from AI flow","10677","login Auto Test 5","","2026-05-10","passed","2026-05-10","","Login Auto 20260510 150439","",""
"Auto generated from AI flow","8424","login Auto Test 3","","2026-05-10","passed","2026-05-10","","Login Auto 20260510 150439","",""
"Auto generated from AI flow","8256","login Auto Test 2","","2026-05-10","passed","2026-05-10","","Login Auto 20260510 150439","",""
